"PdANo","PdNama"
2191,PIN GUIDE RD 160 / KND 180-190-220-250
2192,SEAT SPRING UPPER RD 160 / KND 180-190-220-250-315
2193,SPRING PLUNGER KND 190-220-250-180/5B/65
2194,SEAT SPRING LOWER RD 160 / KND 180-190-220-250-315
2195,SCREW FOLLOW RD 160 / KND 180-190-220-250
2196,PACKING SCREW FOLLOW KND 180-1500
2197,SCREWAIR BREATHER RD 160 / KND 180-190-220-250
2198,SHIM PUMP ADJUSTING KND/ER 180-190-220-250-315
2199,PIN STARTING ALL TYPE
2200,CIR CLIPSTARTING SHAFT RD 160/KND/ER-190-220-250-315
2201,CIR CLIP PIN PISTON RD 75-85 DI
2202,CONNECTOR INLET RD 160 / KND 5B-65/KND180
2203,PUSH ROD NOZZLE RD 45-65 / KND 65-80-180
2204,SPRING NOZZLE KND/ER 70-80-180/65/5B
2205,WASHER ADJUSTING KND 5B-65/KND 180
2206,PIECE DISTANCE KND 5B-65/KND 180
2207,WASHER K 3/40/5B
2208,BOLTPIPE JOINT RD 160 / KND 180
2209,BREATHER VALVE ASSY ALL TYPE
2210,GASKET CYLINDER HEAD NA KND 120
2211,PLUNGER RD 160 / KND 180-1500
2212,RING PISTON RD 75-85 DI -1/2
2213,RING PISTON RD 105 / KND 110
2214,ELEMENT AIR CLEANER ASSY RD 45- 65
2215,ELEMENT AIR CLEANER ASSY RD 75 -85 DI
2216,NET FILTER ALL TYPE
2217,O RING CYLINDER LINER ER 65-800-900-95 / GA 100
2218,TAPPET PUSH ROD RD 105-110 DI-2
2219,BOLT CONNECTING ROD RD 95-105-115 DI
2220,ALL TYPE
2221,CAP INDICATOR ALL TYPE
2222,O RING FUEL FILTER ALL TYPE - D
2223,SPRING NOZZLE RD 45-55-65
2224,NUT NOZZLE RD 45-65-160 K/E70-90A-105 -180
2225,NUTCAP APPARATUS FUEL LIMITER ALL TYPE
2226,CAP APPARATUS ALL TYPE
2227,HOLDER STARTING HANDLE RD 75-85 / 105-115 DI -1/2
2228,COLLAR OIL SEAL KND 180-250-315
2229,DECOMPLEVER HANDLE ALL TYPE
2230,STUDHEAD RD 160 / KND 180-190-220-250
2231,NUTCYLINDER HEAD RD 160 / KND 180-190-220-250-315
2232,WASHER PLAIN CYLINDER HEAD RD 160 / KND 180-190-220-250
2233,GASKET AIR CLEANER FLANGENA RD 160 / KND 180-190-220-250
2234,VALVE INLET KND 180-190-220
2235,VALVE EXHAUST KND 180-190-220
2236,SPRING VALVE RD 160 / KND 180-190-220-250
2237,COLLET VALVE SPRING KND 180-190-220-250-315
2238,RETAINER VALVE SPRING RD 160 / KND 180-190-220-250-315
2239,ROCKER ARM INLET ASSY RD 160 / KND 180-190-220-250
2240,ROCKER ARM EXHAUST ASSY RD 160 / KND 180-190-220-250-315
2241,BUSH ROCKER ARM KND 180-190-220-250-315
2242,SCREW ADJUSTING RD 160 / KND 180-190-220-250
2243,TAPPET PUSH ROD KND 180-190-220-250-315
2244,PIN PISTON RD 160 / KND 180-190-220-250
2245,BUSH PIN PISTON KND/ER 180-190-220-250-1500
2246,CONNECTING ROD ASSY KND 180-190-220-250
2247,BOLTCONNECTING ROD KND 180-190-220-250-315
2248,METAL CRANK PIN STD RD 160 / KND 180-190-220-250
2249,METAL CRANK PIN 0.25 RD 160 / KND 180-190-220-250
2250,METAL CRANK PIN 0.50 RD 160 / KND 180-190-220-250
2251,RETAINER BEARING RD 160 / KND 180-190-220-250
2252,CIR CLIPSTOPPER MAIN BEARING RD 160 / KND 180-190-220-250
2253,CAM FUEL KND 180-190-220-1500
2254,BEARING SHAFT START KND 180-190-220-250-315(60 / 22 A-NSK)
2255,CIR CLIPGEAR START RD 160 / KND 180-190-220-250
2256,SPRING DECOMPRESS RD 160 / KND 180-190-220-250
2257,COVER HEAD KND 180-190-220-250
2258,SCREWDECOMP SPRING RD 160 / KND 180-190-220-250
2259,VALVE EXHAUST RD 75-85 DI - 1/2
2260,PLUNGER RD 75/65 DI-S(K-153)
2261,HOLDER DELIVERY VALVE RD 75-85 / 105-115 DI -1/2
2262,SHIM PUMP ADJUSTING RD 75-85 / 105-115 DI -1/2
2263,HOLDER NOZZLE ASSY KND/RD 75 DI -1
2264,PUSH ROD NOZZLE RD 75-85 / 105-115 DI -1/2
2265,SPRING NOZZLE KND/RD 75-85-105-115
2266,WASHER ADJUSTING RD 75-85
2267,NUT NOZZLE E/K/RD75/85
2268,PIECE DISTANCE RD 85-105 DI -1/2
2269,WASHER CLAMP NOZZLE RD 75-85 / 105-115 DI -1/2
2270,PIECE NOZZLE KND/RD 75
2271,PACKING NOZZLE RD 75-85 / 105-115 DI -1/2
2272,PIN KNOCK RD 75-85 DI -1/2
2273,HOLDER NOZZLE ASSY RD 85 DI -1/2
2274,PIECE NOZZLE RD 85 DI -1/2
2275,STUD HEAD KND 80 / RD-105-115
2276,NUTCYLINDER HEAD KND 90A-110/RD115 DI
2277,WASHER PLAIN CYLINDER HEAD RD 105-110 DI-2
2278,SPRING VALVE RD 75-85 / 105-115 DI -1/2
2279,RETAINER VALVE SPRING RD 75-85 / ER 600-700 - D
2280,COLLET VALVE SPRING RD 75-85 DI -1/2
2281,BUSH ROCKER ARM KND 70A-105
2282,PIN PISTON KND/RD 80-85 DI 1/2 (IAA14351-21310)
2283,PLUNGER RD 95-105-115-140 DI
2284,RACK CONTROL RD 75-85 DI -1/2
2285,SPRING PLUNGER RD 75-85 / 105-115 DI -1/2
2286,SCREW FOLLOW RD 75-85 / 105-115 DI -1/2
2287,PLATE RD 75-85 / 105-115 DI -1/2
2288,CLAMP PIPE MUFFLER KND/RD75-85 DI/RD160
2289,PIPE MUFFLER RD 50-55-65
2290,CLAMP PIPE MUFFLER RD 45-55-65
2291,TAPPET PUSH ROD RD 75-85 DI - 2
2292,INDICATOR OIL ASSY RD160 / KND 180-190-220-250-315 - D
2293,V BELT RD 45-55-65(FM - 37)
2294,TAPPET PUSH ROD RD 50-55-65
2295,SPRING STOP RD 75-85 / 105-115 DI -1/2
2296,FILTER OIL KND 190-220-250-315
2297,ROTOR O/P ASSY RD 160 / KND 180-190-220-250-315
2298,SIGNAL OIL RD 45-65 / 85-105-115
2299,PLUG OIL FILLER RD 75-85 /95-105 -115 - D
2300,PUSH ROD VALVE RD 75-85 DI - 1/2
2301,AIR CLEANER ASSY RD 45-55-65 (PLATE)
2302,NUT CAP RD 75-85 / 105-115 DI - H
2303,WASHER PLAIN RD 75-85 / 105-115 DI - H
2304,PISTON KND/ER 155-600
2305,SPRING GOVERNOR RD 75-85 (OLD)
2306,O RING CYLINDER LINER KND 75-80-85
2307,STUDHEAD KND/RD/ER 75-85
2308,NUTCYLINDER HEAD KND/RD45-55-65/85 DI
2309,GEAR CASE COMP RD 75-85 ( OLD )
2310,GASKET GEAR CASE NA RD 75-85 (OLD)
2311,VALVE INLET KND 80/ER700/RD75-85 DI-1/2
2312,GEAR CAM SHAFT RD 75-85 DI(OLD)
2313,BUSH PIN PISTON RD 75-85 / ER 600-700
2314,"NUT,FLYWHEEL RD 50-115 DI -2 (14911-23351)"
2315,WASHER FLY WHEEL RD 45-65-75-85-105-115
2316,BEARING MAIN - 1 KND/ER/RD 70 - 85 DI(NF 308 C3-NSK)
2317,BEARING MAIN - 2 KND/ER 70-75-80-85 DI(BL 309 N-NSK)
2318,PLATE LOCK RD 75-85 / KND 75-85
2319,CIR CLIPSTOPPER MAIN BEARING RD 75-85 DI - 2
2320,RETAINER BEARING RD 75-85 DI - 2
2321,GEAR CRANK SHAFT RD 75-85 DI -1/2
2322,CIR CLIPSHAFT IDLE GEAR RD 75-85 DI - 2
2323,COLLAR 1 IDLE GEAR RD 75-85 DI -1/2
2324,COLLAR 2 IDLE GEAR RD 75-85 DI -1/2
2325,SHAFT BALANCER RD 85 DI - 2
2326,BEARING BALANCER - 1 RD 85 DI - 2 T/S(6008 N - KOYO)
2327,BEARING BALANCER - 2 RD 65 DI 2S RD 85 DI - 2 T/S(6204/B20-112A) - D
2328,GEAR BALANCER 1 RD 85 DI - 2
2329,GEAR BALANCER 2 RD 85 DI - 2
2330,GEAR BALANCER 3 RD 85 DI - 2
2331,RETAINER BEARING RD 85-105-115 DI -2
2332,ROTOR O/P ASSY RD 85-105-115 DI -2(OLD)
2333,COVER OIL PUMP KND/RD 45-85-115
2334,O RING ROTOR RD50-70 / 85-105 DI -1/2
2335,RING OIL FILLER RD 75-85-105-115 / ER 700-800
2336,SPRING PLUG GEAR CASE RD 75-85
2337,CAM FUEL RD 75-85 DI
2338,SCREW  FOLLOW  RD 45-55-65
2339,PIN CLAMP INJECT PUMP RD 45-55-65
2340,SHAFT GOVERNOR WEIGHT RD 45-65 / KND/ER 70-115 DI
2341,SHAFT GOVERNOR LEVER KND/ER 70-85 DI
2342,SPRING GOVERNOR KND 80
2343,SPRING IDLING RD 45-55-65-75-85-105
2344,SPRING LEVEL SPEED RD 45-65-75-85-105-115
2345,LEVER SPEED CONTROL KND/RD 70-85-90A-115 DI
2346,SHAFT SPEED CHANGE LEVER KND/RD 70-85-90A-115 DI
2347,GEAR STARTING 1 KND/RD 70-85 DI
2348,GEAR STARTING 2 KND/RD 70-85 DI
2349,SPRING DECOMPRESS RD 75-85 / 105-115 DI -1/2
2350,STOPPER DECOMPRESS RD 75-85 DI -1/2
2351,PACKING RADIATOR RD 75-85 DI -1/2
2352,V BELT RD 75-85 DI-1/2(FM - 376)
2353,HOLDER THROTTLE WIRE ASSY RD 85-105 DI -2
2354,GASKET GEAR CASE NA RD 95-105-115 DI(OLD)
2355,PACKING COVER BREATHER RD 95-105-115 DI
2356,VALVE INLET KND 95-105/ER800-900
2357,VALVE EXHAUST KND 95-105/ER800-900
2358,RETAINER VALVE SPRING KND/RD 105-115 DI
2359,COVER CYLINDER HEAD RD 105-110 DI-2
2360,PUSH ROD VALVE RD 95-105-115 DI
2361,GEAR CAM SHAFT RD 95-105-115 DI - D
2362,PIN PISTON RD 95-105-115 / ER 800-900
2363,CIR CLIPPISTON PIN RD 95-105-115 / ER 800-900
2364,BUSH PIN PISTON RD 95-105-115 / ER 800-900
2365,CONNECTING ROD ASSY RD 95-105-115 / ER 800-900
2366,BEARING MAIN - 1 KND/ER/RD 90A -115 DI(NF 309 C3-KOYO)
2367,BEARING MAIN - 2 KND/ER/RD 90A -115 DI(BL 310 N-NSK)
2368,CIR CLIPSTOPPER MAIN BEARING RD 105-110 DI-2
2369,RETAINER MAIN BEARING KND/RD 105-115 DI
2370,GEAR IDLE COMP KND/RD 90A-105-115 DI
2371,GEAR CRANK SHAFT RD 95-105-115 DI
2372,SHAFT IDLE GEAR KND90A / RD105-115 DI
2373,BUSH IDLE GEAR RD 75-85 / 105-115 DI -1/2
2374,SHAFT BALANCER RD 105-110 DI-2
2375,BEARING BALANCER - 1 RD 105-110 DI-2(6207 NR-C3)
2376,BEARING BALANCER - 2 RD 105-110 DI-2(TMB 205-C3-NTN) - D
2377,GEAR BALANCER 1 RD 95-105-110-115 DI
2378,GEAR BALANCER 3 RD 95-105-115 DI -1/2
2379,SHAFT GOVERNOR LEVER KND/ER 90A-115 DI
2380,GEAR STARTING 1 KND/RD 90A-105-115 DI
2381,GEAR STARTING 2 KND/RD 90A-105-115 DI
2382,PACKING RADIATOR RD 95-105-115 DI -1/2
2383,V BELT RD 105-110 DI-2(FM - 385)
2384,CYLINDER LINER KND 180-190-1500 - D
2385,O RING CYLINDER LINER RD 160 / KND 180-190-1500
2386,GASKET MAIN BEARING CASENA RD 160 / KND 180-1500 - D
2387,O RING COVER MBC KND 180-190-1500
2388,VALVE BREATHER ASSY KND 190-220-250-315
2389,GUIDE VALVE RD 160 / KND 180-220-250-315
2390,PUSH ROD VALVE KND 190-220-250-315
2391,COLLAR CAM SHAFT KND 180-250
2392,RING PISTON KND/ER 180-190-1500
2393,PISTON KND 1500-180 / RD 160
2394,CRANK SHAFT ASSY KND 180-190-220-1500
2395,NUTFLYWHEEL RD 160 / KND 180-190-220-250-315
2396,WASHER FLYWHEEL KND/ER 180-190-220-250 - D
2397,BEARING MAIN - 1 KND/ER 180-190-220-250 (NF 311 C3-KOYO)
2398,GEAR IDLE COMP RD 160 / KND 180-190-220
2399,BEARING IDLE GEAR KND 180-190-220-250-315(3205 C3-KOYO)
2400,SHAFT BALANCER RD 160 / KND 180-190-220-250 - D
2401,BEARING BALANCER - 1 RD 160 / KND/ER 180-190-220-250(6209 NR-C3) - D
2402,BEARING BALANCER - 2 RD 160 / KND/ER 180-190-220-250(6306-C3 - KOYO)
2403,GEAR BALANCER 2 RD 160 / KND 180-190-220-250
2404,GEAR BALANCER 3 RD 160 / KND 180-190-220-250
2405,PIPE OIL COMP RD 160 / KND 180-190-220-250
2406,PLUG OIL FILLER RD 160 / KND 180-190-220-250-315
2407,PLATE OIL ADJUSTING RD 75-85 DI
2408,LEVEL OIL GAUGE RD 160 / KND 180-190-220-250 - D
2409,INJECTION PUMP ASSY RD 160 / KND 180-1500 - D
2410,HOLDER NOZZLE ASSY RD 45-55-65-160/KND180 -1500
2411,PIECE NOZZLE RD 45 -55-65-160/KND180-1500
2412,CLAMP PIPE INJECTION RD 50-65/RD160/KND190-315
2413,GOVERNOR WEIGHT ASSY RD 160 / KND 180-190-220-250
2414,SHAFT GOVERNOR WEIGHT KND 180-190-220-250-315
2415,SHAFT GOVERNOR LEVER RD 160 / KND 180-190-220-250-315
2416,SPRING GOVERNOR KND 180-190-220
2417,LEVER SPEED CONTROL ASSY RD 160 / KND 180-190-220-250-315
2418,SUPPORT SPEED CHANGE KND 180-190-220-250
2419,SHAFT LEVER SPEED COMP RD 160 / KND 180-190-220-250-315
2420,PLATE PRESSURE KND 180-190-220-250
2421,STARTING HANDLE RD 160 / KND 180-190-220-250-315
2422,COLLAR KND 180
2423,PACKING RADIATOR RD 160 / KND 180-190-220-250 - D
2424,PULLEY FAN DRIVE ALL TYPE
2425,BOLTCOVER HEAD KND 180-190-220-250
2426,BOLTSIDE APPRON KND 180-190-220-250
2427,BOLTJOINT RD 160 / KND 190-220-250
2428,PACKING BOLT JOINT RD 160 / KND 180-190-220-250 - D
2429,GASKETBUFFLE COVER KND 180-190-220-250
2430,NUTCAP HOPPER KND 180-190-220-250
2431,VALVE BREATHER RD 50-85-115
2432,PACKING RADIATOR RD 50-55-65
2433,KEY FLYWHEEL RD 65-85-115 DI
2434,FUEL FILTER ASSY RD 160/KND180-190-220-250-315
2435,NUT ADJUSTING R/A RD 160 / KND 180-190-220-250-315
2436,NUT LOCK RD 85-115 DI / KND 180-315
2437,SCREW DECOMPRES RD 85-115 DI / KND 180-315
2438,WASHER PLAIN CYLINDER HEAD RD 55-50-65-75-85 DI-1/2
2439,CAP VALVE RD 95-105-115 / ER 800-900
2440,COLLET VALVE SPRING RD 95-105-115 / ER 800-900
2441,DELIVERY VALVE RD 45-55-65
2442,TAPPET ASSY RD 45-55-65/KND155-105
2443,SPRING DELIVERY VALVE RD 45-65 /KND 80 / ER 700
2444,GASKET DELIVERY VALVE RD 45-55-65/ER 600-700
2445,SEAT SPRING UPPER RD 45-65 / KND 95-105
2446,SPRING PLUNGER RD 45-55-65/KND155-80
2447,SEAT SPRING LOWER RD 45-65 / KND 95-105
2448,SLEEVE CONTROL RD 45-55-65
2449,SHIM KND 90A-105-155/ER140-160
2450,BOLTCONNECTING ROD RD 75-85 / KND 80
2451,BUSH IDLE GEAR RD 105-110 DI-2
2452,COLLAR 1 IDLE GEAR KND/RD 105-115 DI
2453,COLLAR 2 IDLE GEAR KND/RD 105-115 DI
2454,SPRING VALVE RD 45-55-65
2455,COLLET VALVE SPRING RD 45-55-65
2456,NUTCAP APPARATUS FUEL LIMITER RD 75-85 / 105-115 DI -1/2
2457,SCREW DECOMPRES RD 45-55-65
2458,KEYSHAFT LEVER SPEED ALL TYPE
2459,DISC FRICTION NA RD 65-85-115 DI
2460,BEARING TENSION PULLEY RD 50-65-85-115 DI(6203 DDU-C3-NSK)
2462,DELIVERY VALVE RD 65 DI -S75-85 / 105-115 DI -1/2
2463,TAPPET ASSY RD 75-85 / 105-115 DI -1/2
2464,SPRING DELIVERY VALVE RD 75-85 / 105-115 DI -1/2
2465,GASKET DELIVERY VALVE RD 75-85 / 105-115 DI -1/2
2466,PIN TAPPET GUIDE RD 75-85 / 105-115 DI -1/2
2467,SEAT SPRING UPPER RD 75-85 / 105-115 DI -1/2
2468,SEAT SPRING LOWER RD 75-85 / 105-115 DI -1/2
2469,SLEEVE CONTROL RD 75-85 / 105-115 DI -1/2
2470,SHIM RD 75-85 / 105-115 DI -1/2
2472,HOLDER DELIVERY VALVE RD 45-55-65
2473,CAP VALVE RD 45-65-85 / ER 700
2474,BOLTCONNECTING ROD RD 45-55-65
2475,RETAINER VALVE SPRING RD 50-55-65
2476,CIR CLIPPISTON PIN KND 180-190-220-250
2477,APPARATUS FUEL LIMITER RD 75-85 DI (OLD)
2478,SPRING GOVERNOR RD 105 DI
2479,BEARING MAIN - 2 ( with ring ) RD 105-115-DI (OLD)(NUP 310 N-KOYO)
2480,PLUG OIL FILLER RD 50-65/75-85 DI -1/2 - D
2481,CYLINDER LINER RD 105-110 DI-2
2482,PISTON RD 105
2483,BULB LAMP HEAD RD 85 DI(12V/45W)
2484,BEARING MAIN - 2 RD 45-65(NUP 309 C-KOYO)
2485,CYLINDER LINER RD 115 DI
2486,PIN SPLIT GOVERNOR WEIGT ALL TYPE
2487,MUFFLER KND/ER 220-250
2488,FILTER OIL RD 45-115/ RD 140-150
2489,STARTING HANDLE RD 75 85 DI-1/2
2490,COLLAR TENSION PULLEY RD 65-85-115 DI
2491,STARTING HANDLE RD 105-110 DI-2
2492,CYLINDER LINER KND 220 - D
2493,O RING CYLINDER LINER KND 220
2494,AIR CLEANER ASSY KND /ER 190-220-250(PLATE)
2495,GASKET AIR CLEANER FLANGENA KND 190-220
2496,PIPE MUFFLER KND 190-220-250-315
2497,RING PISTON KND/ER 220
2498,PISTON KND 220
2499,BEARING MAIN - 2 KND/ER -220-250 - DI(312 N- KOYO)
2500,RETAINER MAIN BEARING RD 160 / KND 180-190-220-250
2501,INJECTION PUMP ASSY KND 190-220
2502,DELIVERY VALVE KND 190-220
2503,PLUNGER KND 190-220-250-315(A-116)
2504,RACK CONTROL KND 190-220
2505,HOLDER DELIVERY VALVE KND 190-220-250-315
2506,SPRING DELIVERY VALVE KND 190-220-250-315
2507,GASKET DELIVERY VALVE KND 190-220-250-315
2508,O RING HOLDER DELIVERY KND 190-220-250
2509,RING SNAP KND 190-220-250
2510,SLEEVE CONTROL KND 190-220-250-315
2511,HOLDER NOZZLE ASSY KND/ER 190-220 - D
2512,PUSH ROD NOZZLE KND 190-220-250
2513,SPRING NOZZLE KND/ER 180-190-220-250
2514,WASHER KND 190-220-250
2515,SCREW ADJUSTING KND 190-220-250 - D
2516,NUTCAP JOINT EYE KND 190-220-250
2517,GASKET NUT CAP NOZZLE KND 190-220-250
2518,NUT NOZZLE KND 190-220-250
2519,GASKET CONNECTOR INLET NOZZLE KND 190-220-250
2520,CONNECTOR INLET KND 190-220-250 - D
2521,GASKET JOINT EYE NOZZLE KND 190-220-250
2522,BOLTJOINT EYE KND 190-220-250
2523,JOINT EYE KND 190-220-250
2524,PIECE NOZZLE KND 190-220
2525,PACKING NOZZLE KND 190-220-250
2526,PIN KNOCK KND/ER 190-220-250
2527,PIPE INJECTION KND 190-220 - D
2528,APPARATUS FUEL LIMITER KND /ER 220
2529,FUEL FILTER ASSY KND/RD 70A-115 (OLD)
2530,AIR CLEANER ASSY RD 75-85 DI(PLATE)
2531,GASKET CYLINDER HEAD NA KND/ER 220
2532,MUFFLER KND/RD 75-85 DI-1/2 /RD160
2533,PIPE MUFFLER KND/RD 75-85 DI-1/2 /RD160
2534,PISTON KND 190
2535,PLUNGER RD 45-55-65-70
2536,V BELT KND 190-220-250(FM - 51)
2537,CYLINDER HEAD ASSY RD 75-85 DI-1/2
2538,ROCKER ARM INLET ASSY RD 75-85 DI -1/2
2539,ROCKER ARM EXHAUST ASSY RD 75-85 DI -1/2
2540,BRACKET ROCKER ARM ASSY RD 75-85 / 105-115 DI -1/2
2541,HOLDER OIL SIGNAL KND/RD 75-85/90A-105-115 DI-2
2542,RADIATOR ASSY RD 75-85
2543,OIL PAN AIR CLEANER ASSY RD 105-110 DI-2
2544,"ELEMENT AIR CLEANER, ASSY RD 105-110 DI-2/ RD 140-150"
2545,ROCKER ARM INLET ASSY RD 95-105-115 DI
2546,ROCKER ARM EXHAUST ASSY RD 95-105-115 DI
2547,FLYWHEEL RD 105-115 DI-2
2548,CYLINDER LINER KND 250 - D
2549,O RING CYLINDER LINER KND 250
2550,VALVE INLET KND 250
2551,VALVE EXHAUST KND 250
2552,CAM SHAFT RD 160 / KND 180-190-220-250
2553,GEAR CAM SHAFT RD 160 / KND 180-190-220-250
2554,RING PISTON KND 250
2555,PISTON KND 250
2556,CRANK SHAFT ASSY KND 250
2557,GEAR CRANK SHAFT RD 160 / KND 180-190-220-250
2558,GEAR BALANCER 1 RD 160 / KND 180-190-220-250
2559,INJECTION PUMP ASSY KND 250
2560,DELIVERY VALVE KND 250-315
2561,TAPPET ASSY KND 190-220-250-300-315
2562,CAM FUEL KND 250
2563,HOLDER NOZZLE ASSY KND 250
2564,PIECE NOZZLE KND 250
2565,PIPE INJECTION KND 250 - D
2566,APPARATUS FUEL LIMITER KND 250
2567,SPRING GOVERNOR KND 250
2568,GEAR STARTING RD 160 / KND 180-190-220-250
2569,GASKET CYLINDER HEAD NA KND 250
2570,GASKET AIR CLEANER FLANGENA RD 160 / KND 180-190-220-250
2571,GASKET GEAR CASE NA RD 160 / KND 180-190-220-250
2572,GASKET CRANK CASE COVERNA KND 190-220-250
2573,PACKING COVER BREATHERNA RD 160
2574,GASKET MUFFLER NA RD 160
2575,GASKET HEAD COVER NA RD 160 / KND 180-190-220-250-315
2576,FLANGE AIR CLEANER RD 160
2577,SPACER MUFFLER RD 160
2578,RING PISTON RD 160
2579,RUBBER ABSORBER RD 160 / KND 190-220-250 - D
2580,SPRING GOVERNOR RD 160
2581,GASKET HOPPER NA RD 160 / KND 180-190-220-250
2582,PIN PISTON RD 75 DI
2583,INJECTION PUMP ASSY RD 55-65
2584,GASKET DECOMP COVER NA RD 75-85 / 105-115 DI -1/2
2585,BOLTHOOK ENGINE RD 85 DI -1/2 T
2586,SIDE APPRON RD 85 DI-2 T/S
2587,OIL GUARD BREATHER RD 85 DI -1/2 T
2588,SCREW ADJUSTING RD 65-85 DI-1/2
2589,NUT SCREW ADJUSTING RD 65-85-115 DI
2590,CAM SHAFT RD 85 DI -1/2 T
2591,SUPPORT FUEL TANK 1 RD 85 DI -2 T(RED)
2592,CUSHION 2 FUEL TANK COVER RD 85 DI -1/2 T
2593,CUSHION 1 FUEL TANK COVER RD 85 DI -1/2 T
2594,"BOLT, COVER FUEL TANK RD 85 DI -1/2 T"
2595,SUPPORT FUEL TANK COVER RD 85 DI -1/2 T
2596,COVER 1 FUEL TANK COMP RD 85 DI -2 T
2597,COVER 2 FUEL TANK COMP RD 85 DI -2 T
2598,ELEMENT FUEL FILTER ALL TYPE (1T021-43560)
2599,CAP FUEL FILTER COMP ALL TYPE
2600,LEVER 1 GOVERNOR COMP RD 85 DI -1/2 S
2601,SPRING IDLING RD 85 DI -1/2 T
2602,LAMP HEAD ASSY RD 85 DI -1/2 T
2603,REGULATOR
2604,CORD 1 EARTH RD 85 DI -1/2 T
2605,CORD 2 EARTH RD 85 DI -1/2 T
2606,FUSE BOX  ASSY RD 85 DI -1/2 T(25 A)
2607,HOLDER FUSE BOX RD 85 DI -1/2 T
2608,HOLDER WIRING RD 85 DI -1/2 T
2609,BULB LAMP HEAD RD 85 DI -1/2 T(12V/32W)
2610,SWITCH LAMP ASSY RD 85 DI -1/2 T
2611,COVER REAR LAMP PLUG RD 85 DI -1/2 T
2613,SUPPORT NET RADIATOR RD 85 DI -1/2 T - D
2614,COVER FAN RD 85 DI -1/2 T - D
2615,SUPPORT COVER FAN RD 85 DI -1/2 T
2616,BONNET RD 85 DI -1/2 T
2617,CAP VALVE RD 110 DI-2T
2618,CAM SHAFT RD 110 DI-2T
2619,SUPPORT FUEL TANK COVER RD 110 DI-2T
2620,LEVER 1 GOVERNOR COMP RD 110 DI-2T
2621,"RADIATOR, ASSY RD 110 DI-2T/ RD 140-150"
2623,SUPPORT RADIATOR NET RD 110 DI-2T(BLACK)
2624,FAN COOLING ASSY RD 110 DI-2T
2625,SUPPORT FAN COVER RD 110 DI-2T
2626,FUEL TANK ASSY RD 110 DI-2T
2627,BOLTCOVER FUEL TANK RD 110 DI-2T
2628,V BELT RD 110 DI-2T(FM - 395)
2630,CYLINDER HEAD ASSY RD 110 DI-2T
2631,GASKET CYLINDER HEAD NA RD 140 DI-2T
2632,FLANGE AIR CLEANER RD 110 DI-2T
2633,PISTON RD 140 (1T071-21110)
2634,CONNECTING ROD RD 140
2635,"CRANK SHAFT, ASSY RD 140 DI-2T (1T071-23010)"
2636,SHAFT BALANCER RD 140 DI-2T
2637,PUSH ROD NOZZLE RD 85 DI 1/2 - S
2638,PIECE NOZZLE RD 140 DI-2T - D
2639,APPARATUS FUEL LIMITER RD 65-85-110 DI-S/T
2640,CYLINDER LINER SETS RD 140 DI-2T
2641,CYLINDER HEAD ASSY RD 140 DI-2T
2642,RING PISTON RD 140 DI-2T
2643,SUPPORT FUEL TANK 1 RD 110 DI-2(RED)
2644,COVER 1 FUEL TANK COMP RD 110 DI-2T
2645,COVER 2 FUEL TANK COMP RD 110 DI-2T
2646,LAMP HEAD ASSY RD 110 DI-2T
2647,REGULATOR LAMP RD 85 -110 DI-S/ T
2648,CUSHION LAMP COVER RD 110 DI-2T
2649,WASHER LAMP CUSHION RD 110 DI-2T
2650,RING PISTON RD 110 DI-2T
2651,SIDE APPRON RD 65 DI -1S(GREEN)
2652,FUEL TANK ASSY RD 65 DI-1S(GREEN)
2653,COVER 1 FUEL TANK COMP RD 65 DI -1S(GREEN)
2654,SIDE APPRON RD 65 DI -2S(TOSCA)
2655,FUEL TANK ASSY RD 65 DI-2S(TOSCA)
2656,COVER 2 FUEL TANK COMP RD 65 DI- 2S
2657,"COMP. COVER 2, FUEL TANK RD 65 DI-2S TOSCA"
2658,CYLINDER HEAD ASSY RD 65 DI 1/2 S
2659,GEAR CASE COMP RD 65 DI-1S
2660,FLANGE AIR CLEANER RD 65 DI-1/2 S
2661,GASKET AIR CLEANER FLANGENA RD 65 DI-1/2 S
2662,VALVE EXHAUST RD 65 DI-S
2663,PISTON RD 65 DI 1/2 S
2664,HOLDER NOZZLE ASSY RD 65 DI-1/2 S
2665,CLAMP NOZZLE RD 65 DI-1/2 S
2666,PIECE NOZZLE RD 65 - S
2667,PIPE INJECTION   RD 65 DI - S
2668,GEAR CASE COMP RD 65 DI-2S
2669,CYLINDER LINER KND 300-315
2670,O RING CYLINDER LINER KND 300-315
2671,GASKET CYLINDER HEAD NA KND 300-315
2672,GASKET GEAR CASE NA KND 300-315
2673,GASKET MAIN BEARING CASENA KND 300-315
2674,GASKET MUFFLER NA KND 300-315
2675,GASKET FLANGE MUFFLER NA KND 300-315
2676,VALVE INLET KND 300-315
2677,VALVE EXHAUST KND 300-315
2678,ROCKER ARM INLET ASSY KND 300-315
2679,PUSH ROD VALVE KND 300-315
2680,CAM SHAFT KND 300-315
2681,STOPPER CAM SHAFT KND 300-315
2682,GEAR CAM SHAFT KND 300-315
2683,RING PISTON KND 300-315
2684,PISTON KND 300-315
2685,PIN PISTON KND 300-315
2686,CIR CLIPPISTON PIN KND 300-315
2687,BUSH PIN PISTON KND 300-315
2688,CONNECTING ROD ASSY KND 300-315
2689,METAL CRANK PIN STD KND 300-315
